city,date,day_temperatre,night_temperature
Самара,04.03.2023,0.1,-4.0
Самара,05.03.2023,1.4,-4.0
Самара,06.03.2023,1.0,-5.0
Самара,07.03.2023,0.0,-8.0
Самара,08.03.2023,2.0,-8.0
Самара,09.03.2023,3.0,0.0
Самара,10.03.2023,6.0,-2.0
Самара,11.03.2023,1.0,-5.0
Самара,12.03.2023,7.0,-3.0
Самара,13.03.2023,6.0,-3.0
Самара,14.03.2023,3.0,-4.0
Самара,15.03.2023,6.0,0.0
Самара,16.03.2023,7.0,0.0
Самара,17.03.2023,11.0,1.0
Самара,18.03.2023,3.1,-1.0
Самара,19.03.2023,2.0,-3.0
Самара,20.03.2023,1.0,0.0
Самара,21.03.2023,12.0,-2.0
Самара,22.03.2023,12.0,2.0
Самара,23.03.2023,11.0,-2.0
Самара,24.03.2023,14.0,3.0
Самара,25.03.2023,14.0,7.0
Самара,26.03.2023,19.0,8.0
Самара,27.03.2023,17.0,7.0
Самара,28.03.2023,13.4,3.0
Самара,29.03.2023,11.0,1.0
Самара,30.03.2023,13.0,3.0
Самара,31.03.2023,6.1,1.0
Псков,01.03.2023,4.0,-3.2
Псков,02.03.2023,4.9,-3.0
Псков,03.03.2023,3.4,0.0
Псков,04.03.2023,2.4,-1.0
Псков,05.03.2023,-0.2,-3.0
Псков,06.03.2023,0.8,-7.0
Псков,07.03.2023,1.0,-10.6
Псков,08.03.2023,1.2,-4.0
Псков,09.03.2023,-2.0,-20.0
Псков,10.03.2023,-1.0,-25.0
Псков,11.03.2023,-1.0,-9.0
Псков,12.03.2023,-0.5,-5.4
Псков,13.03.2023,3.6,-6.0
Псков,14.03.2023,6.1,-1.0
Псков,15.03.2023,5.6,-2.0
Псков,16.03.2023,4.5,-7.0
Псков,17.03.2023,6.7,-9.0
Псков,18.03.2023,8.2,-2.7
Псков,19.03.2023,6.9,1.6
Псков,20.03.2023,10.2,1.8
Псков,21.03.2023,5.0,-3.0
Псков,22.03.2023,6.0,-4.4
Псков,23.03.2023,10.0,5.0
Псков,24.03.2023,12.0,5.8
Псков,25.03.2023,10.4,2.0
Псков,26.03.2023,10.7,1.0
Псков,27.03.2023,6.0,1.0
Псков,28.03.2023,0.0,-2.3
Псков,29.03.2023,0.1,-6.0
Псков,30.03.2023,2.0,-9.0
Псков,31.03.2023,7.3,-1.0
Саратов,24.03.2023,15.6,3.5
Саратов,25.03.2023,18.6,5.5
Саратов,26.03.2023,18.8,8.2
Саратов,27.03.2023,16.1,8.4
Саратов,28.03.2023,15.3,4.8
Саратов,29.03.2023,12.3,4.9
Саратов,30.03.2023,11.7,4.2
Саратов,31.03.2023,4.2,0.7
Томск,01.03.2023,0.5,-3.3
Томск,02.03.2023,2.9,-1.4
Томск,03.03.2023,1.1,-8.4
Томск,04.03.2023,-5.7,-10.3
Томск,05.03.2023,-2.4,-11.0
Томск,06.03.2023,-2.1,-8.8
Томск,07.03.2023,1.1,-5.9
Томск,08.03.2023,-2.3,-12.9
Томск,09.03.2023,-9.7,-21.4
Томск,10.03.2023,-1.5,-22.4
Томск,11.03.2023,4.1,-7.1
Томск,12.03.2023,1.6,-9.6
Томск,13.03.2023,1.5,-11.5
Томск,14.03.2023,4.7,-8.9
Томск,15.03.2023,9.4,-12.4
Томск,16.03.2023,6.5,-8.4
Томск,17.03.2023,3.6,-7.5
Томск,18.03.2023,6.7,-9.8
Томск,19.03.2023,-2.4,-18.1
Томск,20.03.2023,-7.8,-19.3
Томск,21.03.2023,-4.1,-12.3
Томск,22.03.2023,-0.5,-15.9
Томск,23.03.2023,1.4,-8.1
Томск,24.03.2023,4.3,-3.5
Томск,25.03.2023,6.8,-3.7
Томск,26.03.2023,9.2,-0.4
Томск,27.03.2023,4.3,-0.3
Томск,28.03.2023,7.2,-0.5
Томск,29.03.2023,12.5,-4.0
Томск,30.03.2023,-2.0,-7.1
Томск,31.03.2023,-7.0,-11.7
Великий Новгород,01.03.2023,0.7,-6.5
Великий Новгород,02.03.2023,3.3,-11.8
Великий Новгород,03.03.2023,2.4,-0.5
Великий Новгород,04.03.2023,0.5,-2.2
Великий Новгород,05.03.2023,3.0,-5.9
Великий Новгород,06.03.2023,-1.4,-7.0
Великий Новгород,07.03.2023,-0.8,-7.5
Великий Новгород,08.03.2023,0.2,-7.4
Великий Новгород,09.03.2023,-1.5,-11.1
Великий Новгород,10.03.2023,-6.5,-23.1
Великий Новгород,11.03.2023,-1.8,-19.7
Великий Новгород,12.03.2023,-1.0,-7.1
Великий Новгород,13.03.2023,1.7,-10.3
Великий Новгород,14.03.2023,4.1,-5.4
Великий Новгород,15.03.2023,5.6,-0.1
Великий Новгород,16.03.2023,4.3,-3.0
Великий Новгород,17.03.2023,3.0,-11.4
Великий Новгород,18.03.2023,4.9,-5.1
Великий Новгород,19.03.2023,3.6,-1.2
Великий Новгород,20.03.2023,5.2,0.8
Великий Новгород,21.03.2023,5.4,-2.1
Великий Новгород,22.03.2023,3.4,-6.6
Великий Новгород,23.03.2023,6.4,1.7
Великий Новгород,24.03.2023,6.8,1.8
Великий Новгород,25.03.2023,9.7,0.7
Великий Новгород,26.03.2023,4.9,-1.5
Великий Новгород,27.03.2023,3.7,1.7
Великий Новгород,28.03.2023,3.4,-2.2
Великий Новгород,29.03.2023,0.1,-3.5
Великий Новгород,30.03.2023,1.3,-5.5
Великий Новгород,31.03.2023,3.9,-3.0
Магадан,01.03.2023,-17.1,-32.0
Магадан,02.03.2023,-19.4,-41.0
Магадан,03.03.2023,-19.8,-39.0
Магадан,04.03.2023,-19.0,-39.0
Магадан,05.03.2023,-15.8,-29.0
Магадан,06.03.2023,-11.0,-32.0
Магадан,07.03.2023,-11.4,-34.0
Магадан,08.03.2023,-12.0,-34.0
Магадан,09.03.2023,-11.0,-33.0
Магадан,10.03.2023,-9.0,-31.0
Магадан,11.03.2023,-6.0,-22.0
Магадан,12.03.2023,-10.0,-13.2
Магадан,13.03.2023,-4.0,-10.6
Магадан,14.03.2023,-2.0,-5.3
Магадан,15.03.2023,-1.5,-3.0
Магадан,16.03.2023,0.0,-2.0
Магадан,17.03.2023,0.0,-7.1
Магадан,18.03.2023,-4.4,-12.1
Магадан,19.03.2023,-7.0,-12.0
Магадан,20.03.2023,-4.0,-23.0
Магадан,21.03.2023,-8.0,-31.0
Магадан,22.03.2023,-9.6,-31.0
Магадан,23.03.2023,-13.3,-38.0
Магадан,24.03.2023,-11.0,-36.0
Магадан,25.03.2023,-10.9,-32.0
Магадан,26.03.2023,-8.0,-29.0
Магадан,27.03.2023,-4.0,-28.0
Магадан,28.03.2023,-4.0,-21.0
Магадан,29.03.2023,-6.0,-20.0
Магадан,30.03.2023,-1.0,-17.0
Магадан,31.03.2023,0.0,-5.0
Элиста,01.03.2023,5.0,0.0
Элиста,02.03.2023,2.0,-2.0
Элиста,03.03.2023,5.0,-1.0
Элиста,04.03.2023,7.0,-0.4
Элиста,05.03.2023,8.0,0.5
Элиста,06.03.2023,6.0,-1.0
Элиста,07.03.2023,8.3,-3.0
Элиста,08.03.2023,12.0,0.9
Элиста,09.03.2023,15.0,1.4
Элиста,10.03.2023,17.0,3.5
Элиста,11.03.2023,16.0,5.0
Элиста,12.03.2023,11.0,4.7
Элиста,13.03.2023,9.0,1.0
Элиста,14.03.2023,8.0,-1.4
Элиста,15.03.2023,14.0,-0.9
Элиста,16.03.2023,16.0,3.7
Элиста,17.03.2023,14.0,4.0
Элиста,18.03.2023,15.0,5.0
Элиста,19.03.2023,16.0,5.0
Элиста,20.03.2023,18.0,2.0
Элиста,21.03.2023,13.0,3.0
Элиста,22.03.2023,17.0,6.0
Элиста,23.03.2023,18.0,7.0
Элиста,24.03.2023,19.0,7.0
Элиста,25.03.2023,19.0,5.6
Элиста,26.03.2023,15.0,7.0
Элиста,27.03.2023,16.0,5.4
Элиста,28.03.2023,16.0,4.7
Элиста,29.03.2023,16.0,6.7
Элиста,30.03.2023,10.0,0.0
Элиста,31.03.2023,10.0,-2.2
Иваново,01.03.2023,-3.1,-8.9
Иваново,02.03.2023,-2.8,-6.0
Иваново,03.03.2023,0.6,-3.5
Иваново,04.03.2023,2.3,-4.1
Иваново,05.03.2023,-0.9,-6.7
Иваново,06.03.2023,0.9,-7.6
Иваново,07.03.2023,-0.5,-8.8
Иваново,08.03.2023,-0.9,-7.8
Иваново,09.03.2023,0.5,-6.6
Иваново,10.03.2023,-4.0,-15.5
Иваново,11.03.2023,-2.2,-22.9
Иваново,12.03.2023,5.2,-3.9
Иваново,13.03.2023,-1.2,-6.1
Иваново,14.03.2023,4.0,-10.2
Иваново,15.03.2023,9.3,2.8
Иваново,16.03.2023,2.6,0.1
Иваново,17.03.2023,2.2,-7.4
Иваново,18.03.2023,3.3,-12.0
Иваново,19.03.2023,5.1,-10.0
Иваново,20.03.2023,6.0,-11.1
Иваново,21.03.2023,5.9,-2.3
Иваново,22.03.2023,6.1,-0.3
Иваново,23.03.2023,9.0,-0.9
Иваново,24.03.2023,6.3,4.2
Иваново,25.03.2023,7.1,2.1
Иваново,26.03.2023,6.5,1.3
Иваново,27.03.2023,8.2,3.1
Иваново,28.03.2023,8.6,2.5
Иваново,29.03.2023,8.7,1.8
Иваново,30.03.2023,7.9,1.2
Иваново,31.03.2023,3.0,0.7
Нальчик,01.03.2023,10.4,4.0
Нальчик,02.03.2023,4.4,0.6
Нальчик,03.03.2023,8.3,1.0
Нальчик,04.03.2023,9.2,-1.0
Нальчик,05.03.2023,11.1,3.0
Нальчик,06.03.2023,7.0,1.0
Нальчик,07.03.2023,10.0,-0.1
Нальчик,08.03.2023,14.4,-0.6
Нальчик,09.03.2023,15.0,0.3
Нальчик,10.03.2023,18.2,3.2
Нальчик,11.03.2023,19.0,2.9
Нальчик,12.03.2023,16.5,1.9
Нальчик,13.03.2023,10.3,0.7
Нальчик,14.03.2023,5.4,0.6
Нальчик,15.03.2023,4.0,-1.0
Нальчик,16.03.2023,13.1,-1.0
Нальчик,17.03.2023,13.5,4.8
Нальчик,18.03.2023,13.0,8.5
Нальчик,19.03.2023,13.0,7.8
Нальчик,20.03.2023,12.0,4.8
Нальчик,21.03.2023,13.1,6.9
Нальчик,22.03.2023,13.0,8.0
Нальчик,23.03.2023,16.5,8.0
Нальчик,24.03.2023,16.0,6.3
Нальчик,25.03.2023,16.0,8.0
Нальчик,26.03.2023,17.1,5.0
Нальчик,27.03.2023,18.0,8.8
Нальчик,28.03.2023,17.4,6.0
Нальчик,29.03.2023,14.0,5.9
Нальчик,30.03.2023,6.0,1.0
Нальчик,31.03.2023,9.0,2.0
Тамбов,01.03.2023,-1.7,-7.0
Тамбов,02.03.2023,-2.2,-7.2
Тамбов,03.03.2023,2.6,-0.5
Тамбов,04.03.2023,2.1,-1.6
Тамбов,05.03.2023,-0.7,-2.2
Тамбов,06.03.2023,0.2,-5.9
Тамбов,07.03.2023,0.3,-9.9
Тамбов,08.03.2023,3.0,-5.3
Тамбов,09.03.2023,6.6,1.6
Тамбов,10.03.2023,4.7,-4.8
Тамбов,11.03.2023,3.6,-5.9
Тамбов,12.03.2023,9.5,0.5
Тамбов,13.03.2023,2.4,-1.9
Тамбов,14.03.2023,4.6,-4.0
Тамбов,15.03.2023,5.7,-0.4
Тамбов,16.03.2023,10.6,3.1
Тамбов,17.03.2023,4.7,0.6
Тамбов,18.03.2023,4.1,-1.0
Тамбов,19.03.2023,3.4,-0.3
Тамбов,20.03.2023,7.0,-1.7
Тамбов,21.03.2023,6.2,0.4
Тамбов,22.03.2023,10.5,-1.5
Тамбов,23.03.2023,13.7,-1.3
Тамбов,24.03.2023,11.4,6.4
Тамбов,25.03.2023,13.2,2.5
Тамбов,26.03.2023,15.7,6.1
Тамбов,27.03.2023,11.8,4.2
Тамбов,28.03.2023,14.6,-1.9
Тамбов,29.03.2023,10.6,6.0
Тамбов,30.03.2023,9.7,4.4
Тамбов,31.03.2023,4.1,0.5
Уфа,01.03.2023,-4.0,-8.0
Уфа,02.03.2023,-5.0,-9.0
Уфа,03.03.2023,-5.0,-11.0
Уфа,04.03.2023,0.0,-6.0
Уфа,05.03.2023,1.0,-3.0
Уфа,06.03.2023,-1.0,-7.0
Уфа,07.03.2023,-2.0,-13.6
Уфа,08.03.2023,1.0,-11.0
Уфа,09.03.2023,3.0,1.0
Уфа,10.03.2023,4.0,2.0
Уфа,11.03.2023,2.0,-11.0
Уфа,12.03.2023,4.0,-12.0
Уфа,13.03.2023,5.0,-2.0
Уфа,14.03.2023,0.0,-6.0
Уфа,15.03.2023,2.0,-7.0
Уфа,16.03.2023,4.0,-8.0
Уфа,17.03.2023,7.0,-5.0
Уфа,18.03.2023,2.0,-3.0
Уфа,19.03.2023,2.0,-4.0
Уфа,20.03.2023,0.0,-3.0
Уфа,21.03.2023,4.0,-4.0
Уфа,22.03.2023,4.0,-1.0
Уфа,23.03.2023,5.0,-4.0
Уфа,24.03.2023,9.0,2.0
Уфа,25.03.2023,7.0,1.0
Уфа,26.03.2023,9.0,3.0
Уфа,27.03.2023,15.0,1.1
Уфа,28.03.2023,8.0,1.0
Уфа,29.03.2023,9.0,-3.0
Уфа,30.03.2023,11.0,-4.0
Уфа,31.03.2023,13.0,1.0
Липецк,01.03.2023,-1.0,-7.1
Липецк,02.03.2023,-1.0,-7.8
Липецк,03.03.2023,3.1,-1.0
Липецк,04.03.2023,2.5,-2.5
Липецк,05.03.2023,0.0,-3.0
Липецк,06.03.2023,1.0,-9.0
Липецк,07.03.2023,11.0,-9.5
Липецк,08.03.2023,4.0,-3.0
Липецк,09.03.2023,8.1,-1.0
Липецк,10.03.2023,4.2,-4.0
Липецк,11.03.2023,7.0,-4.1
Липецк,12.03.2023,9.1,-2.0
Липецк,13.03.2023,1.3,-4.0
Липецк,14.03.2023,6.1,-3.0
Липецк,15.03.2023,8.5,0.0
Липецк,16.03.2023,6.0,1.0
Липецк,17.03.2023,2.0,0.0
Липецк,18.03.2023,4.0,-1.3
Липецк,19.03.2023,2.0,-1.0
Липецк,20.03.2023,3.0,0.0
Липецк,21.03.2023,8.0,0.0
Липецк,22.03.2023,10.0,0.4
Липецк,23.03.2023,16.0,1.5
Липецк,24.03.2023,13.0,1.0
Липецк,25.03.2023,14.4,0.0
Липецк,26.03.2023,14.0,5.0
Липецк,27.03.2023,13.3,1.0
Липецк,28.03.2023,14.6,-0.5
Липецк,29.03.2023,8.5,5.9
Липецк,30.03.2023,7.1,3.0
Липецк,31.03.2023,3.0,0.0
Омск,01.03.2023,2.0,-1.1
Омск,02.03.2023,0.0,-10.0
Омск,03.03.2023,-7.0,-14.0
Омск,04.03.2023,-3.0,-15.0
Омск,05.03.2023,-1.0,-6.0
Омск,06.03.2023,2.0,-8.0
Омск,07.03.2023,-1.1,-11.0
Омск,08.03.2023,-2.0,-10.0
Омск,09.03.2023,0.0,-9.6
Омск,10.03.2023,-2.0,-7.0
Омск,11.03.2023,2.0,-5.0
Омск,12.03.2023,-1.0,-14.0
Омск,13.03.2023,-2.0,-15.0
Омск,14.03.2023,0.0,-11.0
Омск,15.03.2023,-1.0,-6.0
Омск,16.03.2023,-2.0,-10.0
Омск,17.03.2023,-1.0,-13.1
Омск,18.03.2023,2.0,-12.0
Омск,19.03.2023,-7.0,-16.0
Омск,20.03.2023,-5.0,-15.0
Омск,21.03.2023,-4.0,-14.0
Омск,22.03.2023,2.0,-4.0
Омск,23.03.2023,3.3,-8.0
Омск,24.03.2023,3.0,-8.0
Омск,25.03.2023,5.0,-3.0
Омск,26.03.2023,6.0,1.0
Омск,27.03.2023,7.0,0.0
Омск,28.03.2023,9.0,2.0
Омск,29.03.2023,8.0,-5.0
Омск,30.03.2023,-1.0,-7.0
Омск,31.03.2023,2.0,-6.0
Барнаул,01.03.2023,1.0,-2.0
Барнаул,02.03.2023,5.0,0.0
Барнаул,03.03.2023,1.4,-8.0
Барнаул,04.03.2023,-5.3,-9.0
Барнаул,05.03.2023,-2.0,-9.0
Барнаул,06.03.2023,0.0,-6.0
Барнаул,07.03.2023,5.0,-1.5
Барнаул,08.03.2023,5.5,-5.0
Барнаул,09.03.2023,-3.0,-7.0
Барнаул,10.03.2023,3.9,-8.0
Барнаул,11.03.2023,7.0,-5.3
Барнаул,12.03.2023,2.0,-8.0
Барнаул,13.03.2023,0.0,-9.0
Барнаул,14.03.2023,1.0,-7.0
Барнаул,15.03.2023,8.0,-5.0
Барнаул,16.03.2023,0.0,-4.0
Барнаул,17.03.2023,4.0,-5.0
Барнаул,18.03.2023,5.0,-6.0
Барнаул,19.03.2023,-1.0,-18.0
Барнаул,20.03.2023,-8.0,-18.0
Барнаул,21.03.2023,-4.0,-12.0
Барнаул,22.03.2023,-3.0,-11.0
Барнаул,23.03.2023,1.0,-8.0
Барнаул,24.03.2023,1.0,-4.0
Барнаул,25.03.2023,5.0,-4.0
Барнаул,26.03.2023,9.0,0.0
Барнаул,27.03.2023,8.5,2.0
Барнаул,28.03.2023,9.9,1.7
Барнаул,29.03.2023,12.0,1.0
Барнаул,30.03.2023,1.8,-8.0
Барнаул,31.03.2023,-3.0,-9.0
Оренбург,01.03.2023,-2.0,-12.0
Оренбург,02.03.2023,-6.0,-16.0
Оренбург,03.03.2023,-2.0,-6.0
Оренбург,04.03.2023,0.0,-3.0
Оренбург,05.03.2023,3.0,-2.0
Оренбург,06.03.2023,1.0,-7.0
Оренбург,07.03.2023,-2.0,-16.0
Оренбург,08.03.2023,2.0,-15.0
Оренбург,09.03.2023,3.0,-2.0
Оренбург,10.03.2023,4.0,0.0
Оренбург,11.03.2023,3.0,-6.0
Оренбург,12.03.2023,2.0,-8.0
Оренбург,13.03.2023,3.0,0.0
Оренбург,14.03.2023,0.0,-11.0
Оренбург,15.03.2023,3.0,-12.0
Оренбург,16.03.2023,2.0,-9.0
Оренбург,17.03.2023,5.0,-6.0
Оренбург,18.03.2023,5.0,-4.0
Оренбург,19.03.2023,1.0,-7.0
Оренбург,20.03.2023,0.0,-8.0
Оренбург,21.03.2023,5.0,-7.0
Оренбург,22.03.2023,11.0,-5.0
Оренбург,23.03.2023,8.0,-1.0
Оренбург,24.03.2023,16.0,1.0
Оренбург,25.03.2023,11.0,0.0
Оренбург,26.03.2023,18.0,-1.0
Оренбург,27.03.2023,21.0,2.0
Оренбург,28.03.2023,16.0,3.0
Оренбург,29.03.2023,12.0,1.0
Оренбург,30.03.2023,9.0,0.0
Оренбург,31.03.2023,11.0,2.0
Мурманск,01.03.2023,-0.1,-6.0
Мурманск,02.03.2023,1.0,-5.3
Мурманск,03.03.2023,-2.0,-5.0
Мурманск,04.03.2023,-0.1,-15.0
Мурманск,05.03.2023,-4.0,-17.0
Мурманск,06.03.2023,-7.0,-25.0
Мурманск,07.03.2023,-10.0,-29.0
Мурманск,08.03.2023,-11.0,-30.0
Мурманск,09.03.2023,-8.6,-19.0
Мурманск,10.03.2023,-6.8,-19.0
Мурманск,11.03.2023,-4.0,-25.0
Мурманск,12.03.2023,-6.8,-20.0
Мурманск,13.03.2023,-4.8,-9.0
Мурманск,14.03.2023,-3.9,-21.0
Мурманск,15.03.2023,-1.9,-9.0
Мурманск,16.03.2023,-1.6,-11.0
Мурманск,17.03.2023,-4.0,-24.0
Мурманск,18.03.2023,-2.8,-27.0
Мурманск,19.03.2023,0.6,-12.0
Мурманск,20.03.2023,-2.0,-10.0
Мурманск,21.03.2023,0.0,-17.0
Мурманск,22.03.2023,-4.0,-19.0
Мурманск,23.03.2023,-5.0,-28.0
Мурманск,24.03.2023,-6.0,-31.0
Мурманск,25.03.2023,-6.1,-30.0
Мурманск,26.03.2023,-4.0,-22.0
Мурманск,27.03.2023,-2.7,-25.0
Мурманск,28.03.2023,-2.0,-25.0
Мурманск,29.03.2023,-2.6,-17.0
Мурманск,30.03.2023,0.0,-13.0
Мурманск,31.03.2023,-3.9,-23.0
Сыктывкар,01.03.2023,-7.0,-18.0
Сыктывкар,02.03.2023,-13.0,-23.0
Сыктывкар,03.03.2023,-9.0,-19.0
Сыктывкар,04.03.2023,-7.0,-19.0
Сыктывкар,05.03.2023,-8.0,-20.0
Сыктывкар,06.03.2023,-8.0,-22.0
Сыктывкар,07.03.2023,-6.0,-23.0
Сыктывкар,08.03.2023,-6.0,-20.0
Сыктывкар,09.03.2023,-1.0,-6.0
Сыктывкар,10.03.2023,-3.0,-12.0
Сыктывкар,11.03.2023,-1.8,-19.0
Сыктывкар,12.03.2023,4.0,-17.0
Сыктывкар,13.03.2023,5.3,-5.0
Сыктывкар,14.03.2023,1.0,-5.0
Сыктывкар,15.03.2023,3.3,0.0
Сыктывкар,16.03.2023,4.0,0.0
Сыктывкар,17.03.2023,1.0,-6.0
Сыктывкар,18.03.2023,0.0,-7.0
Сыктывкар,19.03.2023,1.0,-9.0
Сыктывкар,20.03.2023,3.0,-3.0
Сыктывкар,21.03.2023,7.0,-1.0
Сыктывкар,22.03.2023,1.0,-2.0
Сыктывкар,23.03.2023,4.0,-3.0
Сыктывкар,24.03.2023,6.0,-1.0
Сыктывкар,25.03.2023,6.0,-2.0
Сыктывкар,26.03.2023,6.0,-1.0
Сыктывкар,27.03.2023,-1.0,-4.3
Сыктывкар,28.03.2023,1.0,-16.0
Сыктывкар,29.03.2023,2.0,-17.0
Сыктывкар,30.03.2023,8.0,-8.0
Сыктывкар,31.03.2023,5.0,1.0
Киров,01.03.2023,-4.7,-10.0
Киров,02.03.2023,-9.8,-19.3
Киров,03.03.2023,-4.4,-5.9
Киров,04.03.2023,-1.5,-6.4
Киров,05.03.2023,-1.8,-5.7
Киров,06.03.2023,-5.5,-8.7
Киров,07.03.2023,-2.7,-11.9
Киров,08.03.2023,-1.0,-9.9
Киров,09.03.2023,0.9,-9.4
Киров,10.03.2023,-1.6,-6.1
Киров,11.03.2023,-3.7,-16.5
Киров,12.03.2023,4.2,-13.5
Киров,13.03.2023,4.4,-4.3
Киров,14.03.2023,0.7,-7.9
Киров,15.03.2023,7.7,-2.3
Киров,16.03.2023,7.8,1.8
Киров,17.03.2023,2.3,-2.6
Киров,18.03.2023,1.2,-9.3
Киров,19.03.2023,2.0,-11.7
Киров,20.03.2023,4.9,-6.9
Киров,21.03.2023,3.2,-2.6
Киров,22.03.2023,4.1,-4.2
Киров,23.03.2023,5.7,-4.5
Киров,24.03.2023,4.6,2.9
Киров,25.03.2023,5.9,2.5
Киров,26.03.2023,7.5,3.3
Киров,27.03.2023,8.1,4.1
Киров,28.03.2023,3.6,-2.0
Киров,29.03.2023,4.9,-4.3
Киров,30.03.2023,6.8,-2.1
Киров,31.03.2023,7.8,2.8
Санкт-Петербург,01.03.2023,0.0,-7.0
Санкт-Петербург,02.03.2023,3.0,-9.0
Санкт-Петербург,03.03.2023,2.0,-4.0
Санкт-Петербург,04.03.2023,2.7,-3.0
Санкт-Петербург,05.03.2023,1.3,-7.0
Санкт-Петербург,06.03.2023,-1.0,-9.1
Санкт-Петербург,07.03.2023,-3.7,-12.1
Санкт-Петербург,08.03.2023,1.0,-9.1
Санкт-Петербург,09.03.2023,-2.0,-17.0
Санкт-Петербург,10.03.2023,-1.4,-19.0
Санкт-Петербург,11.03.2023,-2.4,-18.0
Санкт-Петербург,12.03.2023,-2.7,-7.0
Санкт-Петербург,13.03.2023,1.0,-7.8
Санкт-Петербург,14.03.2023,7.9,-2.4
Санкт-Петербург,15.03.2023,5.7,1.0
Санкт-Петербург,16.03.2023,2.0,-6.0
Санкт-Петербург,17.03.2023,5.1,-8.0
Санкт-Петербург,18.03.2023,6.5,-1.0
Санкт-Петербург,19.03.2023,6.0,3.0
Санкт-Петербург,20.03.2023,10.4,2.0
Санкт-Петербург,21.03.2023,4.2,-1.0
Санкт-Петербург,22.03.2023,5.0,-1.1
Санкт-Петербург,23.03.2023,10.0,2.0
Санкт-Петербург,24.03.2023,8.0,1.5
Санкт-Петербург,25.03.2023,7.1,1.0
Санкт-Петербург,26.03.2023,5.0,-0.5
Санкт-Петербург,27.03.2023,0.5,-1.3
Санкт-Петербург,28.03.2023,1.7,-3.0
Санкт-Петербург,29.03.2023,-0.5,-4.0
Санкт-Петербург,30.03.2023,0.9,-9.0
Санкт-Петербург,31.03.2023,3.6,-2.0
Нижний Новгород,01.03.2023,-3.0,-7.2
Нижний Новгород,02.03.2023,-3.0,-9.0
Нижний Новгород,03.03.2023,0.1,-2.0
Нижний Новгород,04.03.2023,1.4,-3.0
Нижний Новгород,05.03.2023,0.0,-3.0
Нижний Новгород,06.03.2023,0.7,-4.5
Нижний Новгород,07.03.2023,0.0,-6.0
Нижний Новгород,08.03.2023,1.0,-12.0
Нижний Новгород,09.03.2023,2.0,-3.8
Нижний Новгород,10.03.2023,-1.4,-12.0
Нижний Новгород,11.03.2023,0.0,-19.0
Нижний Новгород,12.03.2023,7.0,-3.9
Нижний Новгород,13.03.2023,1.0,-5.0
Нижний Новгород,14.03.2023,4.0,-7.0
Нижний Новгород,15.03.2023,8.2,1.0
Нижний Новгород,16.03.2023,5.0,1.0
Нижний Новгород,17.03.2023,2.0,-5.0
Нижний Новгород,18.03.2023,3.0,-8.0
Нижний Новгород,19.03.2023,2.0,-6.1
Нижний Новгород,20.03.2023,2.2,-0.4
Нижний Новгород,21.03.2023,3.2,0.7
Нижний Новгород,22.03.2023,7.0,-3.0
Нижний Новгород,23.03.2023,9.8,-1.0
Нижний Новгород,24.03.2023,8.0,4.0
Нижний Новгород,25.03.2023,11.0,2.0
Нижний Новгород,26.03.2023,12.0,5.0
Нижний Новгород,27.03.2023,8.0,5.0
Нижний Новгород,28.03.2023,10.0,1.0
Нижний Новгород,29.03.2023,5.0,-0.8
Нижний Новгород,30.03.2023,10.0,1.9
Нижний Новгород,31.03.2023,6.0,1.5
Новосибирск,01.03.2023,2.0,-1.0
Новосибирск,02.03.2023,4.0,0.0
Новосибирск,03.03.2023,0.0,-7.0
Новосибирск,04.03.2023,-5.0,-8.0
Новосибирск,05.03.2023,-3.0,-10.0
Новосибирск,06.03.2023,-1.0,-11.0
Новосибирск,07.03.2023,1.0,-4.0
Новосибирск,08.03.2023,3.0,-12.0
Новосибирск,09.03.2023,-7.0,-15.0
Новосибирск,10.03.2023,1.0,-7.0
Новосибирск,11.03.2023,4.0,-5.0
Новосибирск,12.03.2023,1.0,-12.0
Новосибирск,13.03.2023,0.0,-11.0
Новосибирск,14.03.2023,1.0,-15.0
Новосибирск,15.03.2023,5.0,-16.0
Новосибирск,16.03.2023,0.0,-7.0
Новосибирск,17.03.2023,3.0,-9.0
Новосибирск,18.03.2023,2.0,-9.0
Новосибирск,19.03.2023,-2.0,-18.0
Новосибирск,20.03.2023,-7.0,-20.0
Новосибирск,21.03.2023,-4.0,-15.0
Новосибирск,22.03.2023,-3.0,-15.0
Новосибирск,23.03.2023,2.0,-7.0
Новосибирск,24.03.2023,2.0,-6.0
Новосибирск,25.03.2023,5.0,-3.0
Новосибирск,26.03.2023,7.0,2.0
Новосибирск,27.03.2023,4.0,1.0
Новосибирск,28.03.2023,8.0,1.0
Новосибирск,29.03.2023,13.0,-5.0
Новосибирск,30.03.2023,-2.0,-9.0
Новосибирск,31.03.2023,-5.0,-13.0
Южно-Сахалинск,01.03.2023,-0.5,-6.7
Южно-Сахалинск,02.03.2023,-0.4,-19.0
Южно-Сахалинск,03.03.2023,-0.3,-18.4
Южно-Сахалинск,04.03.2023,-0.4,-18.6
Южно-Сахалинск,05.03.2023,8.0,-13.0
Южно-Сахалинск,06.03.2023,6.5,-1.0
Южно-Сахалинск,07.03.2023,4.9,-6.0
Южно-Сахалинск,08.03.2023,-2.0,-18.1
Южно-Сахалинск,09.03.2023,-1.0,-8.0
Южно-Сахалинск,10.03.2023,-1.9,-4.0
Южно-Сахалинск,11.03.2023,1.0,-1.4
Южно-Сахалинск,12.03.2023,6.0,-2.6
